"movieNm","salesAcc","movieCd","salesAmt","salesShare","salesInten","salesChange","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt","genreNm","dir_peopleNm","act_peopleNm1","act_peopleNm2","watchGradeNm"
"어쩌다, 결혼",376333849,20195791,129530419,1.7,24076759,22.8,14964,1362,10,51805,482,972,멜로/로맨스,박수진,김동욱,고성희,"12세이상관람가"
어카운턴트,394706228,20160203,117834600,1.4,-5935400,-4.8,14091,-626,-4.3,48715,375,860,액션,게빈 오코너,벤 애플렉,안나 켄드릭,"15세이상관람가"
언니,1541639850,20184187,185563650,2.9,-43041050,-18.8,20229,-4677,-18.8,172338,498,993,액션,임경택,이시영,박세완,청소년관람불가
언더 워터,3035305291,20165201,109381000,2.2,-1553900,-1.4,14204,-226,-1.6,374330,265,536,공포(호러),자움 콜렛 세라,블레이크 라이블리,오스카 제나다,"15세이상관람가"
언더더씨,230721200,20175821,42139200,0.7,40090700,1957.1,5413,5106,1663.2,30016,109,171,애니메이션,에반 트라멜,김연우,황창영,전체관람가
언더독,1481538830,20186324,16456000,1,16442000,117442.9,1894,1892,94600,192921,9,9,애니메이션,이춘백,도경수,박소담,전체관람가
언더워터,793921020,20209161,87465980,5.9,48840560,126.4,9212,5121,125.2,93166,493,1286,스릴러,윌리엄 유뱅크,크리스틴 스튜어트,뱅상 카셀,"15세이상관람가"
언더월드 4: 어웨이크닝,1549258500,20124746,109792500,6,-8055500,-6.8,12420,-803,-6.1,167019,305,1369,액션,만스 말린드,케이트 베킨세일,테오 제임스,청소년관람불가
언더월드: 블러드 워,528953100,20161605,33302600,1.7,-4430500,-11.7,4460,-495,-10,67278,165,531,액션,안나 포에스터,케이트 베킨세일,테오 제임스,"15세이상관람가"
언브로큰,1594950692,20149948,440976800,5.2,-56096739,-11.3,55198,-6646,-10.7,202647,383,1336,액션,안젤리나 졸리,잭 오코넬,도널 글리슨,"15세이상관람가"
언어의 정원,252544300,20139083,15700400,0.5,-2700000,-14.7,2235,-348,-13.5,33668,60,159,애니메이션,신카이 마코토,이리노 미유,하나자와 카나,"12세이상관람가"
언차티드,7048152760,20211200,7199000,1.2,-4852000,-40.3,1232,-18,-1.4,721011,84,94,액션,루벤 플레셔,톰 홀랜드,마크 월버그,"12세이상관람가"
언터처블: 1%의 우정,12683195500,20124142,6314000,0.3,905500,16.7,897,157,21.2,1713235,17,53,코미디,올리비에르 나카체,프랑수아 클뤼제,오마 사이,"12세이상관람가"
언프렌디드: 친구삭제,1505007641,20158704,93585400,1.3,25410500,37.3,12553,3220,34.5,201117,223,511,공포(호러),레오 가브리아제,샐리 헤닝,모세 제이콥 스톰,"15세이상관람가"
언플랜드,83270590,20201174,8106850,5.2,-5619570,-40.9,949,-536,-36.1,9800,232,310,드라마,척 콘젤만,애슐리 브래처,로비아 스캇,"15세이상관람가"
언힌지드,916485010,20202684,15792660,2,3640750,30,1740,256,17.3,106408,334,522,스릴러,데릭 보트,러셀 크로우,카렌 피스토리우스,청소년관람불가
얼굴없는 보스,171709120,20184341,15994660,0.4,-1062960,-6.2,2068,-131,-6,20622,249,392,액션,송경용,천정명,진이한,"15세이상관람가"
얼라이드,3700272779,20168381,125779900,1.2,46788900,59.2,14237,5179,57.2,449581,300,537,스릴러,로버트 저메키스,브래드 피트,마리옹 꼬띠아르,"15세이상관람가"
얼리맨,537405500,20182984,170787900,1.8,-97817700,-36.4,21418,-12355,-36.6,69245,516,793,애니메이션,닉 파크,에디 레드메인,톰 히들스턴,전체관람가
엄마,149817800,20224223,8404900,0.8,-24755000,-74.7,884,-2564,-74.4,16924,149,279,스릴러,아이리스 심,산드라 오,피벨 스튜어트,"12세이상관람가"
업그레이드,1641312300,20189362,134489300,3.1,-12528300,-8.5,14072,-1311,-8.5,178153,169,644,액션,리 워넬,로건 마샬-그린,해리슨 길벗슨,"15세이상관람가"
업사이드,262416100,20191401,61265300,0.8,-3652000,-5.6,6840,-401,-5.5,30244,182,444,코미디,닐 버거,브라이언 크랜스톤,케빈 하트,"12세이상관람가"
업사이드 다운,1224002145,20120562,12800000,0.5,2664000,26.3,2044,548,36.6,174330,100,203,SF,후안 디에고 솔라나스,커스틴 던스트,짐 스터게스,"12세이상관람가"
에곤 쉴레: 욕망이 그린 그림,111305700,20160221,14403300,0.4,-9895200,-40.7,1899,-920,-32.6,13629,42,77,드라마,디에터 버너,노아 자베드라,마레지 리크너,청소년관람불가
에반게리온: Q,114669235,20136921,47920235,1,-4064765,-7.8,6425,-1098,-14.6,15886,58,214,애니메이션,안노 히데아키,오가타 메구미,하야시바라 메구미,"15세이상관람가"
에베레스트,2986994848,20151421,35050700,1.9,3110300,9.7,4084,287,7.6,323704,163,355,어드벤처,발타자르 코루마쿠르,제이슨 클락,조슈 브롤린,"12세이상관람가"
에브리데이,225189400,20188661,13075800,0.9,-3442500,-20.8,1593,-323,-16.9,25129,120,296,멜로/로맨스,마이클 수지,앵거리 라이스,저스티스 스미스,"12세이상관람가"
에브리씽 에브리웨어 올 앳 원스,1430841302,20226798,91803586,6.6,31464574,52.1,9785,3765,62.5,136006,321,494,액션,다니엘 콴,양자경,스테파니 수,"15세이상관람가"
에브리타임 아이 다이,8809900,20206684,8368900,1.3,8368900,100,1061,1061,100,1110,140,211,미스터리,로비 마이클,드류 폰테이로,마크 멘차카,"15세이상관람가"
에어로너츠,636643960,20205481,31135740,1.9,-6137600,-16.5,3262,-613,-15.8,71614,256,352,드라마,톰 하퍼,펠리시티 존스,에디 레드메인,"12세이상관람가"
에이리언: 커버넌트,10561724864,20179382,30508500,0.8,9944600,48.4,3669,874,31.3,1284309,156,242,SF,리들리 스콧,마이클 패스벤더,캘리 헤르난데스,"15세이상관람가"
에이바,172068970,20202203,6889300,1.7,-278780,-3.9,864,-69,-7.4,21924,231,367,액션,테이트 테일러,제시카 차스테인,콜린 파렐,"15세이상관람가"
에픽 : 숲속의 전설 ,6710328500,20138202,54139500,0.9,-1866500,-3.3,8181,-401,-4.7,972848,101,158,애니메이션,크리스 ?지,아만다 사이프리드,조쉬 허처슨,전체관람가
엑소더스: 신들과 왕들,12338567726,20140842,82513800,0.8,-24479300,-22.9,10455,-3187,-23.4,1497026,219,358,드라마,리들리 스콧,크리스찬 베일,조엘 에저튼,"12세이상관람가"
엑스 마키나,496605063,20145521,47275800,1.8,-52822200,-52.8,6143,-5794,-48.5,61335,204,508,SF,알렉스 가랜드,도널 글리슨,알리시아 비칸데르,청소년관람불가
엑스맨: 다크 피닉스,7507831060,20182387,97254550,1.2,-10693510,-9.9,11206,-1258,-10.1,845123,409,683,액션,사이먼 킨버그,제임스 맥어보이,마이클 패스벤더,"12세이상관람가"
엑스맨: 데이즈 오브 퓨처 패스트,34258322566,20147669,226240700,4,121582200,116.2,27695,14680,112.8,4263704,281,716,액션,브라이언 싱어,휴 잭맨,제임스 맥어보이,"12세이상관람가"
엑스맨: 아포칼립스,24304892550,20150523,14208000,0.5,-43839300,-75.5,1897,-5793,-75.3,2918799,96,145,액션,브라이언 싱어,제임스 맥어보이,마이클 패스벤더,"12세이상관람가"
엑시트,79078689522,20184621,33873200,0.6,21036480,163.9,4078,2514,160.7,9404419,152,204,코미디,이상근,조정석,임윤아,"12세이상관람가"
엔더스 게임,4764553000,20131246,105928500,1.3,51851000,95.9,14103,6974,97.8,632137,239,496,SF,개빈 후드,해리슨 포드,에이사 버터필드,"12세이상관람가"
엔딩스 비기닝스,45846020,20209644,16339260,0.9,145200,0.9,1874,-147,-7.3,5859,239,346,드라마,드레이크 도리머스,쉐일린 우들리,제이미 도넌,"15세이상관람가"
엔젤 해즈 폴른,783436682,20197721,311143102,4.8,134674572,76.3,35534,14557,69.4,94511,601,1544,액션,릭 로먼 워,제라드 버틀러,모건 프리먼,"15세이상관람가"
엔칸토: 마법의 세계,5916470180,20210864,33718000,0.8,12321920,57.6,3572,1124,45.9,623667,160,212,애니메이션,바이론 하워드,스테파니 비트리즈,마리아 세실리아 보테로,전체관람가
엘르,122485600,20175662,11496900,0.4,950400,9,1548,75,5.1,15429,31,85,드라마,폴 버호벤,이자벨 위페르,로랑 라피트,청소년관람불가
엘리시움,8917757000,20137811,65062500,2,-75427500,-53.7,9293,-10692,-53.5,1193820,273,978,SF,닐 블롬캠프,맷 데이먼,조디 포스터,청소년관람불가
엘리엇과 산타 썰매단,314597500,20183685,113760000,1.7,-3893400,-3.3,14179,-1064,-7,43148,335,417,애니메이션,제니퍼 웨스트콧,최원형,장경희,전체관람가
엘리펀트 송,67663300,20159582,5619500,0.3,-869500,-13.4,749,-123,-14.1,8581,44,92,미스터리,찰스 비네임,브루스 그린우드,자비에 돌란,"15세이상관람가"
엘비스,863918150,20225175,20064020,0.7,6498460,47.9,1784,520,41.1,80308,50,58,드라마,바즈 루어만,오스틴 버틀러,톰 행크스,"15세이상관람가"
엣지 오브 투모로우,38627041601,20148807,14626600,0.5,-7074400,-32.6,2020,-1121,-35.7,4686179,56,100,액션,더그 라이만,톰 크루즈,에밀리 블런트,"12세이상관람가"
여고괴담 여섯번째 이야기 : 모교,787298440,20218240,28810340,0.9,9342620,48,2842,981,52.7,86630,264,353,미스터리,이미영,김서형,김현수,"15세이상관람가"
여곡성,500277300,20179006,133688500,1.7,-13575500,-9.2,14664,-1487,-9.2,55997,200,592,공포(호러),유영선,홍예리,서영희,"15세이상관람가"
여교사,438444430,20151181,128854930,2.8,-63170,0,14947,-1566,-9.5,54473,382,849,드라마,김태용,김하늘,유인영,청소년관람불가
여름날 우리,246932040,20219331,13883150,0.7,-8638800,-38.4,1692,-909,-34.9,27940,97,118,코미디,한톈,허광한,장약남,"12세이상관람가"
여중생A,605967500,20184101,31293500,1.7,4908900,18.6,4156,790,23.5,71884,422,861,드라마,이경섭,김환희,김준면,"12세이상관람가"
역린,29821447790,20139183,24024200,0.4,-3060300,-11.3,2940,-401,-12,3839411,101,131,사극,이재규,현빈,정재영,"15세이상관람가"
연가시,32132247164,20124062,31509000,0.8,-3752500,-10.6,4626,-463,-9.1,4509571,88,212,공포(호러),박정우,김명민,강지원,"15세이상관람가"
연애 빠진 로맨스,6129309350,20205986,8848350,0.2,-2655000,-23.1,861,-424,-33,603876,106,110,멜로/로맨스,정가영,전종서,손석구,"15세이상관람가"
연애담,64962200,20159286,8430000,0.4,-4475500,-34.7,1065,-374,-26,7695,35,70,멜로/로맨스,이현주,이상희,류아벨,청소년관람불가
연애의 기술,30483000,20139402,7967000,0.3,981500,14.1,1037,28,2.8,4334,63,175,멜로/로맨스,이수성,홍수아,서지석,청소년관람불가
연애의 맛,1595889853,20149062,62312900,0.9,26223900,72.7,7425,3035,69.1,198034,164,332,멜로/로맨스,김아론,오지호,주병하,청소년관람불가
연애의 온도,13681617446,20128690,57642500,1.9,-30646000,-34.7,7358,-3757,-33.8,1847774,157,415,멜로/로맨스,노덕,이민기,김민희,청소년관람불가
연평해전,45420301130,20134798,33015700,0.2,-1405200,-4.1,4485,-406,-8.3,6021020,81,117,드라마,김학순,김무열,김율호,"12세이상관람가"
열정같은소리하고있네,4449904402,20156748,92889200,3.4,19010200,25.7,13498,2041,17.8,611959,290,599,드라마,정기훈,정재영,박보영,"15세이상관람가"
열한시,6057127000,20124402,14085500,0.6,-24875500,-63.8,2119,-3418,-61.7,864205,169,310,스릴러,김현석,정재영,김옥빈,"15세이상관람가"
염력,7399043712,20168323,80114300,1.5,-7581931,-8.6,9654,-891,-8.4,978127,465,951,드라마,연상호,이우룡,류승룡,"15세이상관람가"
엽기적인 그녀 2,488743300,20143509,36187000,1.2,-56473100,-60.9,5207,-5881,-53,61898,387,794,멜로/로맨스,조근식,차태현,빅토리아,"15세이상관람가"
엽문3: 최후의 대결,266345300,20161781,15984400,1.3,-428800,-2.6,2096,-68,-3.1,31695,108,359,액션,엽위신,견자단,마이크 타이슨,"12세이상관람가"
엽문4: 더 파이널,583912600,20205262,5891500,4.2,254000,4.5,728,46,6.7,67242,113,224,액션,엽위신,견자단,오월,"12세이상관람가"
예수는 역사다,614451200,20176562,46681900,1,1743900,3.9,6347,-641,-9.2,86351,128,197,드라마,존 건,마이크 보겔,에리카 크리스틴슨,전체관람가
예스터데이,2524291600,20193807,25236620,1.6,1197040,5,3345,221,7.1,298715,308,464,드라마,대니 보일,히메쉬 파텔,릴리 제임스,"12세이상관람가"
오 마이 그랜파,506421432,20161968,43528800,4.5,-60231300,-58,5875,-6470,-52.4,62629,356,1091,코미디,댄 마저,로버트 드 니로,잭 에프런,청소년관람불가
오! 마이 고스트,43627493,20216224,15682793,0.6,68093,0.4,1856,-91,-4.7,5173,264,380,코미디,홍태선,정진운,안서현,"15세이상관람가"
오! 문희,2497998430,20193666,63229260,4.3,38371700,154.4,7749,3996,106.5,310768,384,628,코미디,정세교,나문희,이희준,"12세이상관람가"
"오늘 밤, 로맨스 극장에서",77378700,20182564,36438800,1.2,36438800,100,4552,4552,100,9002,155,569,판타지,타케우치 히데키,아야세 하루카,사카구치 켄타로,전체관람가
오늘의 연애,14667612287,20142407,51993400,2,8499400,19.5,6632,720,12.2,1859871,182,431,멜로/로맨스,박진표,이승기,문채원,"15세이상관람가"
오두막,392638600,20172541,17456100,0.5,2156000,14.1,2480,633,34.3,51808,31,51,드라마,스튜어트 하젤딘,샘 워싱턴,옥타비아 스펜서,"12세이상관람가"
오리엔트 특급 살인,6538843063,20178581,48771500,0.6,4548100,10.3,5747,44,0.8,851033,117,171,드라마,케네스 브래너,케네스 브래너,페넬로페 크루즈,"12세이상관람가"
오마주,27720400,20211382,15196400,0.5,15196400,100,1942,1942,100,3360,133,175,드라마,신수원,이정은,김현태,"12세이상관람가"
오베라는 남자,134821200,20162569,40955100,1.5,12936500,46.2,5547,1089,24.4,18046,240,463,드라마,하네스 홀름,롤프 라스가드,바하르 파르스,"12세이상관람가"
오블리비언,11058228000,20134181,28177000,1.5,-23043500,-45,4128,-2781,-40.3,1499964,158,381,액션,조셉 코신스키,톰 크루즈,모건 프리먼,"15세이상관람가"
오빠생각,8041871287,20158483,22616400,0.9,-1193600,-5,3221,-108,-3.2,1066653,182,308,드라마,이한,김현빈,임시완,"12세이상관람가"
오션스8,11578570566,20184903,28705500,0.5,10095200,54.2,3188,893,38.9,1321620,89,144,액션,게리 로스,산드라 블록,케이트 블란쳇,"12세이상관람가"
오싱,260357000,20135367,37474000,1.5,4534000,13.8,5501,311,6,41409,232,581,드라마,토가시 신,하마다 코코네,우에토 아야,전체관람가
오싹한 연애,22000369500,20113381,25714500,1.5,1804000,7.5,3557,295,9,3007847,73,202,공포(호러),황인호,손예진,이민기,"12세이상관람가"
오즈 그레이트 앤드 파워풀,2499762000,20122625,235537000,4.4,182858500,347.1,28024,21942,360.8,301860,277,674,판타지,샘 레이미,제임스 프랭코,미쉘 윌리엄스,전체관람가
오즈: 신기한 마법가루,14752000,20177761,11252000,0.4,7752000,221.5,1544,1044,208.8,2044,13,13,애니메이션,블라디미르 토로프킨,이장원,김하영,전체관람가
오즈의 마법사: 돌아온 도로시,1480089800,20155881,194247700,1.7,18025900,10.2,25945,2632,11.3,201215,248,402,애니메이션,윌 핀,레아 미셸,패트릭 스튜어트,전체관람가
오케이 마담,10909862540,20199883,26912820,2.1,3712780,16,3044,441,16.9,1219287,347,506,코미디,이철하,엄정화,박성웅,"15세이상관람가"
오큘러스,1780248000,20148686,136680900,1.4,61445900,81.7,18390,7796,73.6,234171,146,325,미스터리,마이크 플래너건,카렌 길런,브렌튼 스웨이츠,"15세이상관람가"
오펀: 천사의 탄생,1677153162,20227304,15067882,1.1,-17332995,-53.5,2105,-1467,-41.1,163695,163,213,공포(호러),윌리엄 브렌트 벨,이사벨 퍼만,줄리아 스타일즈,"15세이상관람가"
오페라의 유령 : 25주년 특별 공연,1708022000,20113471,5057000,0.2,3833000,313.2,998,814,442.4,92809,3,4,뮤지컬,카메론 맥킨토시,라민 카림루,시에라 보게스,전체관람가
오피스,2865677751,20143511,136722502,4.8,55401002,68.1,17423,6629,61.4,365406,333,1008,스릴러,홍원찬,고아성,박성웅,"15세이상관람가"
오필리아,37723770,20217024,10549420,0.5,-57420,-0.5,1179,-87,-6.9,4428,117,155,멜로/로맨스,클레어 맥카시,데이지 리들리,조지 맥케이,"15세이상관람가"
옥자,2034564900,20158485,79610900,1.1,-20340100,-20.4,10419,-2493,-19.3,268452,93,257,어드벤처,봉준호,틸다 스윈튼,제이크 질렌할,"12세이상관람가"
온리 더 브레이브,318981400,20178490,67293900,1.3,-1806600,-2.6,8192,-181,-2.2,40003,287,552,드라마,조셉 코신스키,조슈 브롤린,마일즈 텔러,"12세이상관람가"
온워드: 단 하루의 기적,3572172840,20191048,3463060,0.2,432780,14.3,436,47,12.1,415524,31,39,애니메이션,댄 스캔론,톰 홀랜드,크리스 프랫,전체관람가
올 더 머니,360528500,20178469,34913800,2.1,1265500,3.8,4787,254,5.6,44505,244,442,범죄,리들리 스콧,미쉘 윌리엄스,크리스토퍼 플러머,"15세이상관람가"
